0	0	0	0	0	10	5
0	0	0	0	0	0	5
0	0	0	1	0	0	4
0	0	0	0	0	2	4
0	0	3	0	2	5	4
0	0	5	1	0	6	3
0	0	4	0	0	5	3
0	0	1	0	0	1	5
0	0	0	0	0	4	4
0	1	0	0	0	10	4
0	1	4	0	2	6	1
0	1	0	0	0	0	5
0	1	0	1	0	0	1
0	1	0	0	0	2	5
0	1	3	0	2	5	1
0	1	4	0	0	5	3
0	1	3	1	0	2	1
0	2	0	0	0	10	3
0	2	0	0	0	0	4
0	2	0	1	0	0	4
0	2	0	0	0	2	3
0	2	3	0	2	5	3
0	2	5	1	0	6	3
0	2	4	0	0	5	3
0	2	1	0	0	1	3
0	2	0	0	0	4	4
0	2	3	1	0	2	4
0	3	0	0	0	10	3
0	3	0	0	0	0	4
0	3	0	1	0	0	5
0	3	0	0	0	2	3
0	3	3	0	2	5	4
0	3	4	0	0	5	3
0	3	0	0	0	4	3
0	3	3	1	0	2	4
0	4	0	0	0	10	3
0	4	0	0	0	0	1
0	4	0	1	0	0	1
0	4	0	0	0	2	1
0	4	3	0	2	5	1
0	4	1	0	0	1	5
0	4	0	0	0	4	1
0	4	3	1	0	2	1
0	5	0	0	0	10	1
0	5	0	0	0	0	5
0	5	0	1	0	0	3
0	5	0	0	0	2	2
0	5	3	0	2	5	4
0	5	3	1	0	2	2
0	6	0	0	0	10	3
0	6	0	0	0	0	4
0	6	0	1	0	0	1
0	6	0	0	0	2	4
0	6	1	0	0	1	4
0	7	0	0	0	10	4
0	7	0	0	0	0	1
0	7	0	0	0	2	3
0	7	1	0	0	1	4
0	8	0	0	0	0	4
0	8	0	0	0	2	2
0	8	3	0	2	5	4
0	9	0	0	0	0	4
0	9	0	0	0	2	3
0	9	3	1	0	2	3
0	10	0	0	0	2	3
0	10	1	0	0	1	4
0	10	0	0	0	4	3
0	10	3	1	0	2	4
0	11	0	0	0	2	2
0	11	1	0	0	1	5
0	12	0	0	0	2	4
0	12	3	0	2	5	1
0	12	1	0	0	1	2
0	13	0	0	0	2	3
0	13	3	0	2	5	2
0	13	1	0	0	1	2
0	13	0	0	0	4	2
0	13	3	1	0	2	4
0	14	0	0	0	2	2
0	14	3	0	2	5	2
0	14	1	0	0	1	3
0	14	3	1	0	2	5
0	15	0	1	0	0	5
0	15	0	0	0	2	3
0	15	5	1	0	6	1
0	15	3	0	2	5	2
0	15	0	0	0	4	2
0	16	0	1	0	0	3
0	16	0	0	0	2	5
0	16	3	0	2	5	5
0	16	0	0	0	4	4
0	16	3	1	0	2	5
0	17	0	0	0	10	1
0	17	0	1	0	0	2
0	17	0	0	0	2	2
0	17	5	1	0	6	1
0	17	3	0	2	5	3
0	17	0	0	0	4	2
0	18	0	0	0	2	4
0	18	5	1	0	6	4
0	18	3	0	2	5	5
0	18	0	0	0	4	5
0	19	0	0	0	10	4
0	19	4	0	0	2	4
0	19	0	0	0	2	5
0	19	3	0	2	5	4
0	19	4	0	0	5	4
1	0	0	0	0	2	4
1	1	0	0	0	2	5
1	2	0	0	0	2	3
1	3	0	0	0	2	2
1	4	0	0	0	2	1
1	6	0	0	0	2	3
1	8	0	0	0	2	2
1	14	0	0	0	2	1
1	15	0	0	0	2	4
1	16	0	0	0	2	4
2	0	2	1	1	2	3
2	1	2	1	1	2	4
2	4	2	1	1	2	1
2	5	2	1	1	2	3
2	7	2	1	1	2	1
2	9	2	1	1	2	4
2	10	2	1	1	2	4
2	12	2	1	1	2	3
2	15	2	1	1	2	3
2	16	2	1	1	2	2
3	0	0	0	0	0	5
3	0	0	0	0	2	3
3	1	3	0	0	6	3
3	1	0	0	0	2	5
3	1	2	0	1	2	5
3	3	3	0	0	6	5
3	3	2	0	1	2	4
3	3	3	0	2	3	5
3	4	3	0	0	6	2
3	4	3	1	2	4	1
3	5	3	1	2	4	1
3	6	0	0	0	2	2
3	6	3	0	0	6	2
3	6	3	1	2	4	1
3	7	3	0	0	6	4
3	7	0	0	0	2	4
3	7	3	0	2	3	5
3	8	0	0	0	0	5
3	8	0	0	0	2	2
3	9	0	0	0	2	4
3	9	2	0	1	2	3
3	10	0	0	0	2	4
3	10	3	1	2	4	1
3	11	0	0	0	2	3
3	11	2	0	1	2	3
3	12	0	0	0	2	4
3	13	0	0	0	2	4
3	13	3	1	2	4	4
3	14	0	0	0	2	3
3	14	2	0	1	2	4
3	15	3	1	2	4	5
3	16	0	0	0	2	3
3	16	3	1	2	4	1
3	17	0	0	0	2	1
3	17	3	1	2	4	2
3	18	0	0	0	2	3
3	18	3	1	2	4	1
3	19	0	0	0	0	5
3	19	3	1	2	4	1
3	19	3	0	2	3	5
4	0	0	0	0	2	4
4	0	5	1	0	6	5
4	0	1	0	0	1	4
4	1	1	0	0	1	5
4	2	5	1	0	6	1
4	3	1	0	0	1	3
4	3	3	0	2	3	4
4	4	0	0	0	2	4
4	4	1	0	0	1	5
4	5	0	0	0	2	5
4	6	1	0	0	1	5
4	6	3	0	2	3	4
4	7	3	0	2	3	4
4	8	5	1	0	6	1
4	9	0	0	0	2	4
4	9	5	1	0	6	1
4	9	1	0	0	1	2
4	10	0	0	0	2	3
4	10	1	0	0	1	3
4	11	0	0	0	2	4
4	11	1	0	0	1	3
4	12	1	0	0	1	3
4	13	1	0	0	1	4
4	13	3	0	2	3	4
4	14	0	0	0	2	3
