1	1	20	0
1	1	20	0
1	1	20	0
1	1	20	0
1	1	20	0
1	1	20	0
1	1	20	0
1	1	20	0
1	1	19	0
1	1	19	0
1	1	19	0
1	1	19	0
1	1	19	0
1	1	19	0
1	1	51	0
1	1	51	0
1	1	51	0
1	1	51	0
1	1	51	0
1	1	48	0
1	1	48	0
1	1	48	0
1	1	48	0
1	1	48	0
1	1	18	0
1	1	18	0
1	1	18	0
1	1	18	0
1	1	18	0
1	1	88	0
1	1	88	0
1	1	88	0
1	1	88	0
1	1	88	0
1	1	88	0
1	1	88	0
1	1	49	0
1	1	49	0
1	1	49	0
1	1	49	0
1	1	49	0
1	1	49	0
1	1	49	0
1	1	50	0
1	1	50	0
1	1	50	0
1	1	50	0
1	1	50	0
1	1	50	0
1	1	52	0
1	1	52	0
1	1	52	0
1	1	52	0
1	1	52	0
1	1	21	0
1	1	21	0
1	1	21	0
1	1	21	0
1	1	21	0
1	1	21	0
1	1	21	0
1	1	21	0
1	0	20	0
1	0	20	0
1	0	20	0
1	0	19	0
1	0	19	0
1	0	19	0
1	0	51	0
1	0	48	0
1	0	48	0
1	0	48	0
1	0	88	0
1	0	49	0
1	0	49	0
1	0	49	0
1	0	49	0
1	0	49	0
1	0	50	0
1	0	50	0
1	0	50	0
1	0	50	0
1	0	52	0
1	0	21	0
1	0	21	0
1	0	21	0
1	2	18	0
0	1	17	0
0	1	17	0
0	1	17	0
0	1	8	0
0	1	8	0
0	1	8	0
0	1	8	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	0	0
0	1	0	0
0	1	0	0
0	1	3	0
0	1	3	0
0	1	3	0
0	1	5	0
0	1	5	0
0	1	5	0
0	1	2	0
0	1	2	0
0	1	2	0
0	1	4	0
0	1	4	0
0	1	4	0
0	1	6	0
0	1	6	0
0	1	6	0
0	1	7	0
0	1	7	0
0	1	7	0
0	0	8	0
0	0	1	0
0	0	0	0
0	0	3	0
0	0	5	0
0	0	2	0
0	0	4	0
0	0	6	0
0	0	7	0
2	0	16	0
3	1	12	0
3	1	11	0
3	1	15	0
3	1	9	0
3	1	14	0
3	1	10	0
3	1	13	0
3	0	12	0
3	0	11	0
3	0	15	0
3	0	9	0
3	0	14	0
3	0	10	0
3	0	13	0
4	1	28	1
4	1	28	1
4	1	28	1
4	1	23	0
4	1	23	0
4	1	23	1
4	1	26	1
4	1	26	1
4	1	26	0
4	1	26	1
4	1	26	0
4	1	26	1
4	1	26	0
4	1	27	1
4	1	27	1
4	1	27	1
4	1	27	1
4	1	27	1
4	1	29	0
4	1	22	0
4	1	22	0
4	1	22	1
4	1	22	0
4	1	22	0
4	1	24	1
4	1	24	1
4	1	24	1
4	1	24	0
4	1	25	1
4	1	25	1
4	1	25	1
4	1	25	0
5	1	33	0
5	1	31	0
5	1	30	0
5	1	34	0
5	1	32	0
6	1	40	0
6	1	45	0
6	1	46	0
6	1	41	0
6	1	47	0
6	1	42	0
7	1	36	0
7	1	36	0
7	1	44	0
7	1	35	0
7	1	35	0
7	1	43	0
7	1	39	0
7	1	39	0
7	1	38	0
7	1	37	0
8	1	54	0
8	1	54	0
8	1	56	0
8	1	56	0
8	1	53	0
8	1	53	0
8	1	53	0
8	1	57	0
8	1	57	0
8	1	55	0
8	1	55	0
8	1	55	0
9	1	67	0
9	1	90	0
9	1	65	0
9	1	91	0
9	1	89	0
9	1	66	0
9	1	64	0
9	1	64	0
9	1	63	0
9	1	63	0
10	1	60	0
10	1	76	0
10	1	62	0
10	1	73	0
10	1	75	0
10	1	77	0
10	1	61	0
10	1	58	0
10	1	59	0
10	1	74	0
11	1	92	0
11	1	94	0
11	1	68	0
11	1	93	0
11	1	71	0
11	1	70	0
11	1	72	0
11	1	72	0
11	1	69	0
11	1	69	0
12	1	85	0
12	1	85	0
12	1	80	0
12	1	80	0
12	1	83	0
12	1	83	0
12	1	79	0
12	1	79	0
12	1	82	0
12	1	82	0
